utc,local,subdir,bytes,files,bytes_delta,files_delta,mb_per_s,files_per_s
2026-09-04T03:14:01Z,2026-09-03T20:14:01,.,719515831,11068,623847,49,0.01,0.82
2026-09-04T03:15:04Z,2026-09-03T20:15:04,src,415620398,5294,0,0,0,0
2026-09-04T03:15:04Z,2026-09-03T20:15:04,data,304407182,5782,533878,16,0.008,0.27
2026-09-04T03:15:04Z,2026-09-03T20:15:04,.,720049709,11084,533878,16,0.008,0.27
2026-09-04T03:16:07Z,2026-09-03T20:16:07,src,415620398,5294,0,0,0,0
2026-09-04T03:16:07Z,2026-09-03T20:16:07,data,304914195,5818,507013,36,0.008,0.6
2026-09-04T03:16:07Z,2026-09-03T20:16:07,.,720548530,11120,498821,36,0.008,0.6
2026-09-04T03:17:09Z,2026-09-03T20:17:09,src,415620398,5294,0,0,0,0
2026-09-04T03:17:09Z,2026-09-03T20:17:09,data,305481582,5837,567387,19,0.009,0.32
2026-09-04T03:17:09Z,2026-09-03T20:17:09,.,721120013,11139,571483,19,0.009,0.32
2026-09-04T03:18:12Z,2026-09-03T20:18:12,src,415620398,5294,0,0,0,0
2026-09-04T03:18:12Z,2026-09-03T20:18:12,data,305969240,5858,487658,21,0.008,0.35
2026-09-04T03:18:12Z,2026-09-03T20:18:12,.,721607671,11160,487658,21,0.008,0.35
2026-09-04T03:19:15Z,2026-09-03T20:19:15,src,415620398,5294,0,0,0,0
2026-09-04T03:19:15Z,2026-09-03T20:19:15,data,306543967,5889,574727,31,0.009,0.52
2026-09-04T03:19:15Z,2026-09-03T20:19:15,.,722181878,11195,574207,35,0.009,0.58
2026-09-04T03:20:18Z,2026-09-03T20:20:18,src,415620398,5294,0,0,0,0
2026-09-04T03:20:18Z,2026-09-03T20:20:18,data,307060738,5903,516771,14,0.008,0.23
2026-09-04T03:20:18Z,2026-09-03T20:20:18,.,722703265,11205,521387,10,0.008,0.17
2026-09-04T03:21:20Z,2026-09-03T20:21:20,src,415620398,5294,0,0,0,0
2026-09-04T03:21:20Z,2026-09-03T20:21:20,data,307530893,5910,470155,7,0.007,0.12
2026-09-04T03:21:20Z,2026-09-03T20:21:20,.,723169324,11212,466059,7,0.007,0.12
2026-09-04T03:22:23Z,2026-09-03T20:22:23,src,415620398,5294,0,0,0,0
2026-09-04T03:22:23Z,2026-09-03T20:22:23,data,308061088,5915,530195,5,0.008,0.08
2026-09-04T03:22:23Z,2026-09-03T20:22:23,.,723701128,11217,531804,5,0.008,0.08
2026-09-04T03:23:26Z,2026-09-03T20:23:26,src,415620398,5294,0,0,0,0
2026-09-04T03:23:26Z,2026-09-03T20:23:26,data,308592599,5943,531511,28,0.008,0.47
2026-09-04T03:23:26Z,2026-09-03T20:23:26,.,724231030,11245,529902,28,0.008,0.47
2026-09-04T03:24:29Z,2026-09-03T20:24:29,src,415620398,5294,0,0,0,0
2026-09-04T03:24:29Z,2026-09-03T20:24:29,data,309075083,5957,482484,14,0.008,0.23
2026-09-04T03:24:29Z,2026-09-03T20:24:29,.,724715917,11259,484887,14,0.008,0.23
2026-09-04T03:25:31Z,2026-09-03T20:25:31,src,415620398,5294,0,0,0,0
2026-09-04T03:25:31Z,2026-09-03T20:25:31,data,309550126,5972,475043,15,0.008,0.25
2026-09-04T03:25:31Z,2026-09-03T20:25:31,.,725195627,11274,479710,15,0.008,0.25
2026-09-04T03:26:34Z,2026-09-03T20:26:34,src,415620398,5294,0,0,0,0
2026-09-04T03:26:34Z,2026-09-03T20:26:34,data,310043556,6019,493430,47,0.008,0.78
2026-09-04T03:26:34Z,2026-09-03T20:26:34,.,725681987,11321,486360,47,0.008,0.78
2026-09-04T03:27:37Z,2026-09-03T20:27:37,src,415620398,5294,0,0,0,0
2026-09-04T03:27:37Z,2026-09-03T20:27:37,data,310518603,6029,475047,10,0.008,0.17
2026-09-04T03:27:37Z,2026-09-03T20:27:37,.,726152938,11331,470951,10,0.007,0.17
2026-09-04T03:28:40Z,2026-09-03T20:28:40,src,415620398,5294,0,0,0,0
2026-09-04T03:28:40Z,2026-09-03T20:28:40,data,310992325,6042,473722,13,0.008,0.22
2026-09-04T03:28:40Z,2026-09-03T20:28:40,.,726630756,11344,477818,13,0.008,0.22
2026-09-04T03:29:42Z,2026-09-03T20:29:42,src,415620398,5294,0,0,0,0
2026-09-04T03:29:42Z,2026-09-03T20:29:42,data,311455634,6059,463309,17,0.007,0.28
2026-09-04T03:29:42Z,2026-09-03T20:29:42,.,727089969,11361,459213,17,0.007,0.28
2026-09-04T03:30:45Z,2026-09-03T20:30:45,src,415620398,5294,0,0,0,0
2026-09-04T03:30:45Z,2026-09-03T20:30:45,data,311903854,6065,448220,6,0.007,0.1
2026-09-04T03:30:45Z,2026-09-03T20:30:45,.,727542285,11367,452316,6,0.007,0.1
2026-09-04T03:31:48Z,2026-09-03T20:31:48,src,415620398,5294,0,0,0,0
2026-09-04T03:31:48Z,2026-09-03T20:31:48,data,312406299,6084,502445,19,0.008,0.32
2026-09-04T03:31:48Z,2026-09-03T20:31:48,.,728044730,11386,502445,19,0.008,0.32
2026-09-04T03:32:51Z,2026-09-03T20:32:51,src,415620398,5294,0,0,0,0
2026-09-04T03:32:51Z,2026-09-03T20:32:51,data,312981009,6120,574710,36,0.009,0.6
2026-09-04T03:32:51Z,2026-09-03T20:32:51,.,728626288,11424,581558,38,0.009,0.63
2026-09-04T03:33:54Z,2026-09-03T20:33:54,src,415620398,5294,0,0,0,0
2026-09-04T03:33:54Z,2026-09-03T20:33:54,data,313483523,6127,502514,7,0.008,0.12
2026-09-04T03:33:54Z,2026-09-03T20:33:54,.,729126050,11429,499762,5,0.008,0.08
2026-09-04T03:34:56Z,2026-09-03T20:34:56,src,415620398,5294,0,0,0,0
2026-09-04T03:34:56Z,2026-09-03T20:34:56,data,314004126,6129,520603,2,0.008,0.03
2026-09-04T03:34:56Z,2026-09-03T20:34:56,.,729646653,11431,520603,2,0.008,0.03
2026-09-04T03:35:59Z,2026-09-03T20:35:59,src,415620398,5294,0,0,0,0
2026-09-04T03:35:59Z,2026-09-03T20:35:59,data,314500571,6129,496445,0,0.008,0
2026-09-04T03:35:59Z,2026-09-03T20:35:59,.,730144103,11431,497450,0,0.008,0
2026-09-04T03:37:02Z,2026-09-03T20:37:02,src,415620398,5294,0,0,0,0
2026-09-04T03:37:02Z,2026-09-03T20:37:02,data,315013611,6134,513040,5,0.008,0.08
2026-09-04T03:37:02Z,2026-09-03T20:37:02,.,730660754,11436,516651,5,0.008,0.08
2026-09-04T03:38:05Z,2026-09-03T20:38:05,src,415620398,5294,0,0,0,0
2026-09-04T03:38:05Z,2026-09-03T20:38:05,data,315426369,6140,412758,6,0.007,0.1
2026-09-04T03:38:05Z,2026-09-03T20:38:05,.,731060704,11442,399950,6,0.006,0.1
2026-09-04T03:39:08Z,2026-09-03T20:39:08,src,415620398,5294,0,0,0,0
2026-09-04T03:39:08Z,2026-09-03T20:39:08,data,315894452,6151,468083,11,0.007,0.18
2026-09-04T03:39:08Z,2026-09-03T20:39:08,.,731532883,11453,472179,11,0.008,0.18
2026-09-04T03:40:11Z,2026-09-03T20:40:11,src,415620398,5294,0,0,0,0
2026-09-04T03:40:11Z,2026-09-03T20:40:11,data,316421696,6156,527244,5,0.008,0.08
2026-09-04T03:40:11Z,2026-09-03T20:40:11,.,732064223,11458,531340,5,0.008,0.08
2026-09-04T03:41:13Z,2026-09-03T20:41:13,src,415620398,5294,0,0,0,0
2026-09-04T03:41:13Z,2026-09-03T20:41:13,data,316936792,6159,515096,3,0.008,0.05
2026-09-04T03:41:13Z,2026-09-03T20:41:13,.,732575223,11461,511000,3,0.008,0.05
2026-09-04T03:42:16Z,2026-09-03T20:42:16,src,415620398,5294,0,0,0,0
2026-09-04T03:42:16Z,2026-09-03T20:42:16,data,317408946,6177,472154,18,0.008,0.3
2026-09-04T03:42:16Z,2026-09-03T20:42:16,.,733043281,11479,468058,18,0.007,0.3
2026-09-04T03:43:19Z,2026-09-03T20:43:19,src,415620398,5294,0,0,0,0
2026-09-04T03:43:19Z,2026-09-03T20:43:19,data,317901577,6179,492631,2,0.008,0.03
2026-09-04T03:43:19Z,2026-09-03T20:43:19,.,733540008,11481,496727,2,0.008,0.03
2026-09-04T03:44:22Z,2026-09-03T20:44:22,src,415620398,5294,0,0,0,0
2026-09-04T03:44:22Z,2026-09-03T20:44:22,data,318439272,6181,537695,2,0.009,0.03
2026-09-04T03:44:22Z,2026-09-03T20:44:22,.,734081799,11483,541791,2,0.009,0.03
2026-09-04T03:45:25Z,2026-09-03T20:45:25,src,415620398,5294,0,0,0,0
2026-09-04T03:45:25Z,2026-09-03T20:45:25,data,318949370,6184,510098,3,0.008,0.05
2026-09-04T03:45:25Z,2026-09-03T20:45:25,.,734591897,11486,510098,3,0.008,0.05
2026-09-04T03:46:28Z,2026-09-03T20:46:28,src,415620398,5294,0,0,0,0
2026-09-04T03:46:28Z,2026-09-03T20:46:28,data,319427917,6186,478547,2,0.008,0.03
2026-09-04T03:46:28Z,2026-09-03T20:46:28,.,735070444,11488,478547,2,0.008,0.03
2026-09-04T03:47:31Z,2026-09-03T20:47:31,src,415620398,5294,0,0,0,0
2026-09-04T03:47:31Z,2026-09-03T20:47:31,data,320003217,6186,575300,0,0.009,0
2026-09-04T03:47:31Z,2026-09-03T20:47:31,.,735641648,11488,571204,0,0.009,0
2026-09-04T03:48:34Z,2026-09-03T20:48:34,src,415620398,5294,0,0,0,0
2026-09-04T03:48:34Z,2026-09-03T20:48:34,data,320493374,6190,490157,4,0.008,0.07
2026-09-04T03:48:34Z,2026-09-03T20:48:34,.,736135901,11492,494253,4,0.008,0.07
2026-09-04T03:49:36Z,2026-09-03T20:49:36,src,415620398,5294,0,0,0,0
2026-09-04T03:49:36Z,2026-09-03T20:49:36,data,321038104,6190,544730,0,0.009,0
2026-09-04T03:49:36Z,2026-09-03T20:49:36,.,736684493,11492,548592,0,0.009,0
2026-09-04T03:50:39Z,2026-09-03T20:50:39,src,415620398,5294,0,0,0,0
2026-09-04T03:50:39Z,2026-09-03T20:50:39,data,321598495,6190,560391,0,0.009,0
2026-09-04T03:50:39Z,2026-09-03T20:50:39,.,737244169,11492,559676,0,0.009,0
2026-09-04T03:51:42Z,2026-09-03T20:51:42,src,415620398,5294,0,0,0,0
2026-09-04T03:51:42Z,2026-09-03T20:51:42,data,322137693,6193,539198,3,0.009,0.05
2026-09-04T03:51:42Z,2026-09-03T20:51:42,.,737779736,11495,535567,3,0.009,0.05
2026-09-04T03:52:45Z,2026-09-03T20:52:45,src,415620398,5294,0,0,0,0
2026-09-04T03:52:45Z,2026-09-03T20:52:45,data,322600548,6211,462855,18,0.007,0.3
2026-09-04T03:52:45Z,2026-09-03T20:52:45,.,738238979,11513,459243,18,0.007,0.3
2026-09-04T03:53:48Z,2026-09-03T20:53:48,src,415620398,5294,0,0,0,0
2026-09-04T03:53:48Z,2026-09-03T20:53:48,data,323171744,6211,571196,0,0.009,0
2026-09-04T03:53:48Z,2026-09-03T20:53:48,.,738814271,11513,575292,0,0.009,0
2026-09-04T03:54:51Z,2026-09-03T20:54:51,src,415620398,5294,0,0,0,0
2026-09-04T03:54:51Z,2026-09-03T20:54:51,data,323753504,6211,581760,0,0.009,0
2026-09-04T03:54:51Z,2026-09-03T20:54:51,.,739391935,11513,577664,0,0.009,0
2026-09-04T03:55:54Z,2026-09-03T20:55:54,src,415620398,5294,0,0,0,0
2026-09-04T03:55:54Z,2026-09-03T20:55:54,data,324466802,6477,713298,266,0.011,4.43
2026-09-04T03:55:54Z,2026-09-03T20:55:54,.,740145213,11792,753278,279,0.012,4.65
2026-09-04T03:56:57Z,2026-09-03T20:56:57,src,415620398,5294,0,0,0,0
2026-09-04T03:56:57Z,2026-09-03T20:56:57,data,324537433,6511,70631,34,0.001,0.57
2026-09-04T03:56:57Z,2026-09-03T20:56:57,.,740171768,11813,26555,21,0,0.35
2026-09-04T03:58:00Z,2026-09-03T20:58:00,src,415620398,5294,0,0,0,0
2026-09-04T03:58:00Z,2026-09-03T20:58:00,data,324537433,6511,0,0,0,0
2026-09-04T03:58:00Z,2026-09-03T20:58:00,.,740171768,11813,0,0,0,0
2026-09-04T03:59:03Z,2026-09-03T20:59:03,src,415620398,5294,0,0,0,0
2026-09-04T03:59:03Z,2026-09-03T20:59:03,data,324537433,6511,0,0,0,0
2026-09-04T03:59:03Z,2026-09-03T20:59:03,.,740171768,11813,0,0,0,0
2026-09-04T04:00:05Z,2026-09-03T21:00:05,src,415620398,5294,0,0,0,0
2026-09-04T04:00:05Z,2026-09-03T21:00:05,data,324537433,6511,0,0,0,0
2026-09-04T04:00:05Z,2026-09-03T21:00:05,.,740171768,11813,0,0,0,0
2026-09-04T04:01:08Z,2026-09-03T21:01:08,src,415620398,5294,0,0,0,0
2026-09-04T04:01:08Z,2026-09-03T21:01:08,data,324537433,6511,0,0,0,0
2026-09-04T04:01:08Z,2026-09-03T21:01:08,.,740171768,11813,0,0,0,0
2026-09-04T04:02:11Z,2026-09-03T21:02:11,src,415620398,5294,0,0,0,0
2026-09-04T04:02:11Z,2026-09-03T21:02:11,data,324537433,6511,0,0,0,0
2026-09-04T04:02:11Z,2026-09-03T21:02:11,.,740171768,11813,0,0,0,0
2026-09-04T04:03:14Z,2026-09-03T21:03:14,src,415620398,5294,0,0,0,0
2026-09-04T04:03:14Z,2026-09-03T21:03:14,data,324537433,6511,0,0,0,0
2026-09-04T04:03:14Z,2026-09-03T21:03:14,.,740171768,11813,0,0,0,0
2026-09-04T04:04:17Z,2026-09-03T21:04:17,src,415620398,5294,0,0,0,0
2026-09-04T04:04:17Z,2026-09-03T21:04:17,data,324537433,6511,0,0,0,0
2026-09-04T04:04:17Z,2026-09-03T21:04:17,.,740171768,11813,0,0,0,0
2026-09-04T04:05:20Z,2026-09-03T21:05:20,src,415620398,5294,0,0,0,0
2026-09-04T04:05:20Z,2026-09-03T21:05:20,data,324537433,6511,0,0,0,0
2026-09-04T04:05:20Z,2026-09-03T21:05:20,.,740171768,11813,0,0,0,0
2026-09-04T04:06:23Z,2026-09-03T21:06:23,src,415620398,5294,0,0,0,0
2026-09-04T04:06:23Z,2026-09-03T21:06:23,data,324537433,6511,0,0,0,0
2026-09-04T04:06:23Z,2026-09-03T21:06:23,.,740171768,11813,0,0,0,0
2026-09-04T04:07:26Z,2026-09-03T21:07:26,src,415620398,5294,0,0,0,0
2026-09-04T04:07:26Z,2026-09-03T21:07:26,data,324537433,6511,0,0,0,0
2026-09-04T04:07:26Z,2026-09-03T21:07:26,.,740171768,11813,0,0,0,0
2026-09-04T04:08:29Z,2026-09-03T21:08:29,src,415620398,5294,0,0,0,0
2026-09-04T04:08:29Z,2026-09-03T21:08:29,data,324537433,6511,0,0,0,0
2026-09-04T04:08:29Z,2026-09-03T21:08:29,.,740171768,11813,0,0,0,0
2026-09-04T04:09:31Z,2026-09-03T21:09:31,src,415620398,5294,0,0,0,0
2026-09-04T04:09:31Z,2026-09-03T21:09:31,data,324537433,6511,0,0,0,0
2026-09-04T04:09:31Z,2026-09-03T21:09:31,.,740171768,11813,0,0,0,0
2026-09-04T04:10:34Z,2026-09-03T21:10:34,src,415620398,5294,0,0,0,0
2026-09-04T04:10:34Z,2026-09-03T21:10:34,data,324537433,6511,0,0,0,0
2026-09-04T04:10:34Z,2026-09-03T21:10:34,.,740171768,11813,0,0,0,0
2026-09-04T04:11:37Z,2026-09-03T21:11:37,src,415620398,5294,0,0,0,0
2026-09-04T04:11:37Z,2026-09-03T21:11:37,data,324537433,6511,0,0,0,0
2026-09-04T04:11:37Z,2026-09-03T21:11:37,.,740171768,11813,0,0,0,0
2026-09-04T04:12:40Z,2026-09-03T21:12:40,src,415620398,5294,0,0,0,0
2026-09-04T04:12:40Z,2026-09-03T21:12:40,data,324537433,6511,0,0,0,0
2026-09-04T04:12:40Z,2026-09-03T21:12:40,.,740171768,11813,0,0,0,0
2026-09-04T04:13:43Z,2026-09-03T21:13:43,src,415620398,5294,0,0,0,0
2026-09-04T04:13:43Z,2026-09-03T21:13:43,data,324537433,6511,0,0,0,0
2026-09-04T04:13:43Z,2026-09-03T21:13:43,.,740171768,11813,0,0,0,0
2026-09-04T04:14:46Z,2026-09-03T21:14:46,src,415620398,5294,0,0,0,0
2026-09-04T04:14:46Z,2026-09-03T21:14:46,data,324537433,6511,0,0,0,0
2026-09-04T04:14:46Z,2026-09-03T21:14:46,.,740171768,11813,0,0,0,0
2026-09-04T04:15:49Z,2026-09-03T21:15:49,src,415620398,5294,0,0,0,0
2026-09-04T04:15:49Z,2026-09-03T21:15:49,data,341122847,6731,16585414,220,0.264,3.67
2026-09-04T04:15:49Z,2026-09-03T21:15:49,.,756977672,12038,16805904,225,0.267,3.75
2026-09-04T04:16:52Z,2026-09-03T21:16:52,src,415620398,5294,0,0,0,0
2026-09-04T04:16:52Z,2026-09-03T21:16:52,data,345675748,6866,4552901,135,0.072,2.25
2026-09-04T04:16:52Z,2026-09-03T21:16:52,.,761310083,12168,4332411,130,0.069,2.17
2026-09-04T04:17:55Z,2026-09-03T21:17:55,src,415620398,5294,0,0,0,0
2026-09-04T04:17:55Z,2026-09-03T21:17:55,data,345675748,6866,0,0,0,0
2026-09-04T04:17:55Z,2026-09-03T21:17:55,.,761310083,12168,0,0,0,0
2026-09-04T04:18:58Z,2026-09-03T21:18:58,src,415620398,5294,0,0,0,0
2026-09-04T04:18:58Z,2026-09-03T21:18:58,data,345675748,6866,0,0,0,0
2026-09-04T04:18:58Z,2026-09-03T21:18:58,.,761310083,12168,0,0,0,0
2026-09-04T04:20:01Z,2026-09-03T21:20:01,src,415620398,5294,0,0,0,0
2026-09-04T04:20:01Z,2026-09-03T21:20:01,data,345675748,6866,0,0,0,0
2026-09-04T04:20:01Z,2026-09-03T21:20:01,.,761310083,12168,0,0,0,0
2026-09-04T04:21:04Z,2026-09-03T21:21:04,src,415620398,5294,0,0,0,0
2026-09-04T04:21:04Z,2026-09-03T21:21:04,data,345675748,6866,0,0,0,0
2026-09-04T04:21:04Z,2026-09-03T21:21:04,.,761310083,12168,0,0,0,0
2026-09-04T04:22:07Z,2026-09-03T21:22:07,src,415620398,5294,0,0,0,0
2026-09-04T04:22:07Z,2026-09-03T21:22:07,data,345675748,6866,0,0,0,0
2026-09-04T04:22:07Z,2026-09-03T21:22:07,.,761310083,12168,0,0,0,0
2026-09-04T04:23:10Z,2026-09-03T21:23:10,src,415620398,5294,0,0,0,0
2026-09-04T04:23:10Z,2026-09-03T21:23:10,data,345675748,6866,0,0,0,0
2026-09-04T04:23:10Z,2026-09-03T21:23:10,.,761310083,12168,0,0,0,0
2026-09-04T04:24:13Z,2026-09-03T21:24:13,src,415620398,5294,0,0,0,0
2026-09-04T04:24:13Z,2026-09-03T21:24:13,data,345675748,6866,0,0,0,0
2026-09-04T04:24:13Z,2026-09-03T21:24:13,.,761310083,12168,0,0,0,0
2026-09-04T04:25:16Z,2026-09-03T21:25:16,src,415620398,5294,0,0,0,0
2026-09-04T04:25:16Z,2026-09-03T21:25:16,data,345675748,6866,0,0,0,0
2026-09-04T04:25:16Z,2026-09-03T21:25:16,.,761310083,12168,0,0,0,0
2026-09-04T04:26:19Z,2026-09-03T21:26:19,src,415620398,5294,0,0,0,0
2026-09-04T04:26:19Z,2026-09-03T21:26:19,data,345675748,6866,0,0,0,0
2026-09-04T04:26:19Z,2026-09-03T21:26:19,.,761310083,12168,0,0,0,0
2026-09-04T04:27:22Z,2026-09-03T21:27:22,src,415620398,5294,0,0,0,0
2026-09-04T04:27:22Z,2026-09-03T21:27:22,data,345675748,6866,0,0,0,0
2026-09-04T04:27:22Z,2026-09-03T21:27:22,.,761310083,12168,0,0,0,0
2026-09-04T04:28:25Z,2026-09-03T21:28:25,src,415620398,5294,0,0,0,0
2026-09-04T04:28:25Z,2026-09-03T21:28:25,data,345675748,6866,0,0,0,0
2026-09-04T04:28:25Z,2026-09-03T21:28:25,.,761310083,12168,0,0,0,0
2026-09-04T04:29:28Z,2026-09-03T21:29:28,src,415620398,5294,0,0,0,0
2026-09-04T04:29:28Z,2026-09-03T21:29:28,data,345675748,6866,0,0,0,0
2026-09-04T04:29:28Z,2026-09-03T21:29:28,.,761310083,12168,0,0,0,0
2026-09-04T04:30:31Z,2026-09-03T21:30:31,src,415620398,5294,0,0,0,0
2026-09-04T04:30:31Z,2026-09-03T21:30:31,data,345675748,6866,0,0,0,0
2026-09-04T04:30:31Z,2026-09-03T21:30:31,.,761310083,12168,0,0,0,0
2026-09-04T04:31:34Z,2026-09-03T21:31:34,src,415620398,5294,0,0,0,0
2026-09-04T04:31:34Z,2026-09-03T21:31:34,data,345675748,6866,0,0,0,0
2026-09-04T04:31:34Z,2026-09-03T21:31:34,.,761310083,12168,0,0,0,0
2026-09-04T04:32:37Z,2026-09-03T21:32:37,src,415620398,5294,0,0,0,0
2026-09-04T04:32:37Z,2026-09-03T21:32:37,data,345675748,6866,0,0,0,0
2026-09-04T04:32:37Z,2026-09-03T21:32:37,.,761310083,12168,0,0,0,0
2026-09-04T04:33:40Z,2026-09-03T21:33:40,src,415620398,5294,0,0,0,0
2026-09-04T04:33:40Z,2026-09-03T21:33:40,data,345675748,6866,0,0,0,0
2026-09-04T04:33:40Z,2026-09-03T21:33:40,.,761310083,12168,0,0,0,0
2026-09-04T04:34:43Z,2026-09-03T21:34:43,src,415620398,5294,0,0,0,0
2026-09-04T04:34:43Z,2026-09-03T21:34:43,data,363264722,7394,17588974,528,0.28,8.8
2026-09-04T04:34:43Z,2026-09-03T21:34:43,.,779395189,12731,18085106,563,0.287,9.38
2026-09-04T04:35:46Z,2026-09-03T21:35:46,src,415620398,5294,0,0,0,0
2026-09-04T04:35:46Z,2026-09-03T21:35:46,data,364433396,7460,1168674,66,0.019,1.1
2026-09-04T04:35:46Z,2026-09-03T21:35:46,.,780067731,12762,672542,31,0.011,0.52
2026-09-04T04:36:49Z,2026-09-03T21:36:49,src,415620398,5294,0,0,0,0
2026-09-04T04:36:49Z,2026-09-03T21:36:49,data,365573370,7508,1139974,48,0.018,0.8
2026-09-04T04:36:49Z,2026-09-03T21:36:49,.,781207705,12810,1139974,48,0.018,0.8
2026-09-04T04:37:52Z,2026-09-03T21:37:52,src,415620398,5294,0,0,0,0
2026-09-04T04:37:52Z,2026-09-03T21:37:52,data,366531723,7562,958353,54,0.015,0.9
2026-09-04T04:37:52Z,2026-09-03T21:37:52,.,782166058,12864,958353,54,0.015,0.9
2026-09-04T04:38:56Z,2026-09-03T21:38:56,src,415620398,5294,0,0,0,0
2026-09-04T04:38:56Z,2026-09-03T21:38:56,data,367446090,7594,914367,32,0.015,0.53
2026-09-04T04:38:56Z,2026-09-03T21:38:56,.,783080425,12896,914367,32,0.015,0.53
2026-09-04T04:39:59Z,2026-09-03T21:39:59,src,415620398,5294,0,0,0,0
2026-09-04T04:39:59Z,2026-09-03T21:39:59,data,367446090,7594,0,0,0,0
2026-09-04T04:39:59Z,2026-09-03T21:39:59,.,783080425,12896,0,0,0,0
2026-09-04T04:41:02Z,2026-09-03T21:41:02,src,415620398,5294,0,0,0,0
2026-09-04T04:41:02Z,2026-09-03T21:41:02,data,367446090,7594,0,0,0,0
2026-09-04T04:41:02Z,2026-09-03T21:41:02,.,783080425,12896,0,0,0,0
2026-09-04T04:42:05Z,2026-09-03T21:42:05,src,415620398,5294,0,0,0,0
2026-09-04T04:42:05Z,2026-09-03T21:42:05,data,370225076,7645,2778986,51,0.044,0.85
2026-09-04T04:42:05Z,2026-09-03T21:42:05,.,785859411,12947,2778986,51,0.044,0.85
2026-09-04T04:43:08Z,2026-09-03T21:43:08,src,415620398,5294,0,0,0,0
2026-09-04T04:43:08Z,2026-09-03T21:43:08,data,371163944,7668,938868,23,0.015,0.38
2026-09-04T04:43:08Z,2026-09-03T21:43:08,.,787284067,12978,1424656,31,0.023,0.52
2026-09-04T04:44:12Z,2026-09-03T21:44:12,src,415620398,5294,0,0,0,0
2026-09-04T04:44:12Z,2026-09-03T21:44:12,data,372828921,7708,1664977,40,0.026,0.67
2026-09-04T04:44:12Z,2026-09-03T21:44:12,.,788463256,13010,1179189,32,0.019,0.53
2026-09-04T04:45:15Z,2026-09-03T21:45:15,src,415620398,5294,0,0,0,0
2026-09-04T04:45:15Z,2026-09-03T21:45:15,data,373664572,7780,835651,72,0.013,1.2
2026-09-04T04:45:15Z,2026-09-03T21:45:15,.,789298907,13082,835651,72,0.013,1.2
2026-09-04T04:46:18Z,2026-09-03T21:46:18,src,415620398,5294,0,0,0,0
2026-09-04T04:46:18Z,2026-09-03T21:46:18,data,389681893,8032,16017321,252,0.255,4.2
2026-09-04T04:46:18Z,2026-09-03T21:46:18,.,806446162,13339,17147255,257,0.273,4.28
2026-09-04T04:47:21Z,2026-09-03T21:47:21,src,415620398,5294,0,0,0,0
2026-09-04T04:47:21Z,2026-09-03T21:47:21,data,458791644,10240,69109751,2208,1.098,36.8
2026-09-04T04:47:21Z,2026-09-03T21:47:21,.,877529526,15546,71083364,2207,1.13,36.78
2026-09-04T04:48:25Z,2026-09-03T21:48:25,src,415620398,5294,0,0,0,0
2026-09-04T04:48:25Z,2026-09-03T21:48:25,data,573069996,11733,114278352,1493,1.816,24.88
2026-09-04T04:48:25Z,2026-09-03T21:48:25,.,995314903,17061,117785377,1515,1.872,25.25
2026-09-04T04:49:29Z,2026-09-03T21:49:29,src,415620398,5294,0,0,0,0
2026-09-04T04:49:29Z,2026-09-03T21:49:29,data,607527456,12612,34457460,879,0.548,14.65
2026-09-04T04:49:29Z,2026-09-03T21:49:29,.,1023161806,17914,27846903,853,0.443,14.22
2026-09-04T04:50:33Z,2026-09-03T21:50:33,src,415620398,5294,0,0,0,0
2026-09-04T04:50:33Z,2026-09-03T21:50:33,data,631330384,12644,23802928,32,0.378,0.53
2026-09-04T04:50:33Z,2026-09-03T21:50:33,.,1046964734,17946,23802928,32,0.378,0.53
2026-09-04T04:51:37Z,2026-09-03T21:51:37,src,415620398,5294,0,0,0,0
2026-09-04T04:51:37Z,2026-09-03T21:51:37,data,651359956,12663,20029572,19,0.318,0.32
2026-09-04T04:51:37Z,2026-09-03T21:51:37,.,1066994306,17965,20029572,19,0.318,0.32
2026-09-04T04:52:41Z,2026-09-03T21:52:41,src,415620398,5294,0,0,0,0
2026-09-04T04:52:41Z,2026-09-03T21:52:41,data,678436652,12692,27076696,29,0.43,0.48
2026-09-04T04:52:41Z,2026-09-03T21:52:41,.,1094071002,17994,27076696,29,0.43,0.48
2026-09-04T04:53:46Z,2026-09-03T21:53:46,src,415620398,5294,0,0,0,0
2026-09-04T04:53:46Z,2026-09-03T21:53:46,data,694467220,12709,16030568,17,0.255,0.28
2026-09-04T04:53:46Z,2026-09-03T21:53:46,.,1110101570,18011,16030568,17,0.255,0.28
2026-09-04T04:54:50Z,2026-09-03T21:54:50,src,415620398,5294,0,0,0,0
2026-09-04T04:54:50Z,2026-09-03T21:54:50,data,713523604,12729,19056384,20,0.303,0.33
2026-09-04T04:54:50Z,2026-09-03T21:54:50,.,1129157954,18031,19056384,20,0.303,0.33
2026-09-04T04:55:54Z,2026-09-03T21:55:54,src,415620398,5294,0,0,0,0
2026-09-04T04:55:54Z,2026-09-03T21:55:54,data,737790692,12748,24267088,19,0.386,0.32
2026-09-04T04:55:54Z,2026-09-03T21:55:54,.,1157171738,18052,28013784,21,0.445,0.35
2026-09-04T04:56:59Z,2026-09-03T21:56:59,src,415620398,5294,0,0,0,0
2026-09-04T04:56:59Z,2026-09-03T21:56:59,data,762187412,12769,24396720,21,0.388,0.35
2026-09-04T04:56:59Z,2026-09-03T21:56:59,.,1179302630,18072,22130892,20,0.352,0.33
